Field Name	Content	UC_ID	Target_Range
Business Rules	"The following rules are authoritative for Prompt E. OCL is preserved where supplied; technical or non-OCL constraints remain authoritative natural-language requirements.

~~~text
BR-EXP-07: Authenticated ownership scope

context ExpensesService::getExpensesBreakdown(
  userId : Integer,
  month : String
) : Sequence(BreakdownResult)

pre BR_EXP_07_AuthenticatedIdentity:
  not userId.oclIsUndefined()

post BR_EXP_07_OwnedAccountsOnly:
  result->forAll(item |
    item.subCategories->forAll(detail |
      Transaction.allInstances()->exists(t |
        Account.allInstances()->exists(a |
          a.accountId = t.accountId and
          a.userId = userId
        ) and
        t.type = TransactionType::Expense and
        t.itemDescription = detail.item_description and
        t.amount = detail.amount and
        toIsoDate(t.transactionDate) = detail.date
      )
    )
  )

Technical constraints:
- JwtAuthGuard shall validate a Bearer JWT before the controller reads request.user.userId.
- Transactions owned by another user shall never contribute to the breakdown.

BR-EXP-08: Breakdown month syntax

context ExpensesService::getExpensesBreakdown(
  userId : Integer,
  month : String
) : Sequence(BreakdownResult)

pre BR_EXP_08_Defined:
  not month.oclIsUndefined()

pre BR_EXP_08_ValidSyntax:
  matches(month, '^\d{4}-\d{2}$')

Technical constraint:
- A missing month or a value that does not match YYYY-MM shall be rejected by ExpensesController with HTTP 400.

BR-EXP-09: Valid breakdown calendar month

context ExpensesService::getExpensesBreakdown(
  userId : Integer,
  month : String
) : Sequence(BreakdownResult)

pre BR_EXP_09_ValidMonthNumber:
  let monthNum : Integer = month.substring(6, 7).toInteger()
  in
    monthNum >= 1 and monthNum <= 12

Technical constraint:
- A syntactically valid value whose MM portion is outside 01..12 shall produce the service's HTTP 404 no-data response.

BR-EXP-10: Eligible current-month expenses and no-data handling

context ExpensesService::getExpensesBreakdown(
  userId : Integer,
  month : String
) : Sequence(BreakdownResult)

post BR_EXP_10_CurrentMonthExpenseOnly:
  result->forAll(item |
    item.subCategories->forAll(detail |
      Transaction.allInstances()->exists(t |
        Account.allInstances()->exists(a |
          a.accountId = t.accountId and a.userId = userId
        ) and
        t.type = TransactionType::Expense and
        isWithinInclusiveMonth(t.transactionDate, month) and
        t.itemDescription = detail.item_description and
        t.amount = detail.amount and
        toIsoDate(t.transactionDate) = detail.date
      )
    )
  )

Technical constraints:
- The service shall return HTTP 404 when the user owns no Accounts or when no eligible current-month Expense transactions exist.
- No Transactions.status predicate is applied; Complete, Pending, and Failed rows are eligible when the other predicates match.

BR-EXP-11: Category grouping, totals, and detail mapping

context ExpensesService::getExpensesBreakdown(
  userId : Integer,
  month : String
) : Sequence(BreakdownResult)

post BR_EXP_11_OneGroupPerCategory:
  result->isUnique(item | item.category)

post BR_EXP_11_CategoryTotal:
  result->forAll(item |
    item.total =
      item.subCategories
        ->collect(detail | detail.amount)
        ->sum()
  )

post BR_EXP_11_DetailMapping:
  result->forAll(item |
    item.subCategories->forAll(detail |
      not detail.item_description.oclIsUndefined() and
      not detail.amount.oclIsUndefined() and
      not detail.date.oclIsUndefined()
    )
  )

Technical constraints:
- Current-month rows shall be grouped by categoryId; null categoryId is normalized to key 0.
- Key 0 shall be labeled Uncategorized. An unresolved non-null categoryId shall be labeled Unknown.
- Each detail shall map Transaction.itemDescription to item_description, Number(Transaction.amount) to amount, and transactionDate to an ISO YYYY-MM-DD date string.

BR-EXP-12: Previous-month comparison

context ExpensesService::getExpensesBreakdown(
  userId : Integer,
  month : String
) : Sequence(BreakdownResult)

post BR_EXP_12_ChangePercent:
  result->forAll(item |
    let previousTotal : Decimal =
      previousMonthExpenseTotal(userId, month, item.category)
    in
      if previousTotal = 0 then
        if item.total > 0 then
          item.changePercent = 100
        else
          item.changePercent.oclIsUndefined()
        endif
      else
        item.changePercent =
          ((item.total - previousTotal) / previousTotal) * 100
      endif
  )

Technical constraints:
- The comparison period is the immediately preceding calendar month.
- For January, the previous period is December of the preceding year.
- Previous-month rows use the same ownership, Expense type, inclusive date-boundary, and normalized category-key rules as current-month rows.

BR-EXP-13: Rounding and deterministic ordering

context ExpensesService::getExpensesBreakdown(
  userId : Integer,
  month : String
) : Sequence(BreakdownResult)

post BR_EXP_13_RoundedValues:
  result->forAll(item |
    item.total = round2(item.total) and
    (item.changePercent.oclIsUndefined() or
     item.changePercent = round2(item.changePercent))
  )

post BR_EXP_13_GroupsSortedDescending:
  Sequence{1..result->size()}->forAll(i |
    i < result->size() implies
      result->at(i).total >= result->at(i + 1).total
  )

post BR_EXP_13_DetailsSortedAscending:
  result->forAll(item |
    Sequence{1..item.subCategories->size()}->forAll(i |
      i < item.subCategories->size() implies
        item.subCategories->at(i).date <=
        item.subCategories->at(i + 1).date
    )
  )

BR-EXP-14: Selected-month UI and Figma breakdown mapping

Technical constraints:
- ExpensesPage shall initialize selectedMonth to the client's current YYYY-MM value.
- Changing the month input shall cause ExpensesBreakdown to request GET /api/v1/expenses/breakdown with query.month equal to selectedMonth.
- Each returned BreakdownResult shall be rendered as a breakdown card containing category, total, changePercent compared with the previous month, and its transaction description, amount, and date rows, consistent with Figma frame 109. Expenses.
- A null changePercent shall display as N/A. Loading, no-data, and error states shall replace the card grid when applicable.

BR-EXP-15: Read-only operation and response envelope

context ExpensesService::getExpensesBreakdown(
  userId : Integer,
  month : String
) : Sequence(BreakdownResult)

post BR_EXP_15_AccountIdentityUnchanged:
  Account.allInstances()->collect(a | a.accountId)->asSet() =
  Account.allInstances()@pre->collect(a | a.accountId)->asSet()

post BR_EXP_15_TransactionIdentityUnchanged:
  Transaction.allInstances()->collect(t | t.transactionId)->asSet() =
  Transaction.allInstances()@pre->collect(t | t.transactionId)->asSet()

Technical constraints:
- The operation shall not create, update, or delete Accounts, Transactions, or Categories.
- On HTTP 200, ExpensesController shall return exactly { data: BreakdownResult[] }; it shall not add success or message fields.
~~~"	UC-11	A238:B256
		UC-11	A238:B256
Use Case ID	UC-12	UC-12	A257:B275
Use Case Name	View Upcoming Bills	UC-12	A257:B275
Description	As an authenticated user, I want to view bills due today or later.	UC-12	A257:B275
Actor(s)	Authenticated User	UC-12	A257:B275
Priority	Not Specified	UC-12	A257:B275
Trigger	The user opens the Bills page.	UC-12	A257:B275
Pre-Condition(s)	PRE-1: The user is authenticated.	UC-12	A257:B275
Post-Condition(s)	"POST-1: The page displays bills owned by the user whose dueDate is on or after the current date at 00:00:00.
POST-2: Bills are ordered by dueDate ascending.
POST-3: If no bills exist, the page displays its empty state."	UC-12	A257:B275
Basic Flow	"1. The user opens /bills.
2. UpcomingBills sends GET /api/v1/bills.
3. JwtAuthGuard supplies userId.
4. BillService resets the current time to 00:00:00.
5. The service queries bills where bill.userId equals userId and dueDate is greater than or equal to that date, ordered by dueDate ascending.
6. The service maps dates to YYYY-MM-DD and nullable fields to null.
7. The frontend displays each bill's description, due date, last charge date, logo when available, and amount."	UC-12	A257:B275
Alternative Flow	"AF-1: No upcoming bills
5a. The query returns an empty array.
7a. The frontend displays its no-upcoming-bills state.

AF-2: Retry loading
7b. After an error, the user may select the retry action and the component calls the list API again."	UC-12	A257:B275
Exception Flow	"EF-1: Retrieval failure
5a. The backend returns HTTP 500 with its bill-fetch message.
5b. The frontend displays the error state."	UC-12	A257:B275
Related UI	BillsPage; UpcomingBills; route /bills	UC-12	A257:B275
Related API IDs	API-BILL-LIST	UC-12	A257:B275
Notes	Scope clarification: This use case covers retrieval and display of upcoming bills only. Executing a bill payment through “Pay Now” is outside scope.	UC-12	A257:B275
UML Model	"~~~plantuml
@startuml

class AuthenticatedRequest <<SecurityContext>> {
  userId: Integer [1]
}

class Bill <<Entity>> {
  billId: Integer [1]
  userId: Integer [1]
  dueDate: Date [1]
  logoUrl: String [0..1]
  itemDescription: String [1]
  lastChargeDate: Date [0..1]
  amount: Decimal [1]
}

class BillDto <<DTO>> {
  billId: Integer [1]
  userId: Integer [1]
  itemDescription: String [1]
  logoUrl: String [0..1]
  dueDate: String [1]
  lastChargeDate: String [0..1]
  amount: Decimal [1]
}

class BillsResponseDto <<DTO>> {
  data: BillDto [*]
}

class BillController <<Controller>> {
  getBills(request: AuthenticatedRequest): BillsResponseDto
}

class BillService <<Service>> {
  findUpcomingBillsByUserId(userId: Integer): BillDto [*]
  currentDateAtMidnight(): Date {query}
  formatDate(date: Date): String {query}
}

BillController ..> AuthenticatedRequest
BillController ..> BillsResponseDto
BillController ..> BillService
BillService ..> Bill
BillService ..> BillDto
BillsResponseDto --> BillDto
BillDto ..> Bill : maps from

@enduml
~~~"	UC-12	A257:B275
Business Rules	"The following rules are authoritative for Prompt E. OCL is preserved where supplied; technical or non-OCL constraints remain authoritative natural-language requirements.

~~~text
BR-BILL-01: Bill ownership scope

context BillService::findUpcomingBillsByUserId(
  userId : Integer
) : Sequence(BillDto)

post BR_BILL_01_OwnedBillsOnly:
  result->forAll(
    dto | dto.userId = userId
  )

post BR_BILL_01_MapsToOwnedPersistedBill:
  result->forAll(
    dto |
      Bill.allInstances()->exists(
        bill |
          bill.billId = dto.billId and
          bill.userId = userId
      )
  )

BR-BILL-02: Upcoming date boundary

context BillService::findUpcomingBillsByUserId(
  userId : Integer
) : Sequence(BillDto)

post BR_BILL_02_UpcomingBillsOnly:
  result->forAll(
    dto |
      Bill.allInstances()->exists(
        bill |
          bill.billId = dto.billId and
          bill.dueDate >= self.currentDateAtMidnight()
      )
  )

post BR_BILL_02_AllEligibleBillsReturned:
  result->size() =
    Bill.allInstances()
      ->select(
        bill |
          bill.userId = userId and
          bill.dueDate >= self.currentDateAtMidnight()
      )
      ->size()

Technical constraint:
- currentDateAtMidnight() represents the current system date with hour, minute, second, and millisecond reset to zero before the repository query.

BR-BILL-03: Due-date ordering

context BillService::findUpcomingBillsByUserId(
  userId : Integer
) : Sequence(BillDto)

post BR_BILL_03_DueDateAscending:
  result->size() <= 1 or
  Sequence{1..result->size() - 1}->forAll(
    i |
      let currentBill : Bill =
        Bill.allInstances()->any(
          bill | bill.billId = result->at(i).billId
        ),
      nextBill : Bill =
        Bill.allInstances()->any(
          bill | bill.billId = result->at(i + 1).billId
        )
      in
        currentBill.dueDate <= nextBill.dueDate
  )

BR-BILL-04: Response mapping and normalization

context BillService::findUpcomingBillsByUserId(
  userId : Integer
) : Sequence(BillDto)

post BR_BILL_04_ResponseMapping:
  result->forAll(
    dto |
      Bill.allInstances()->exists(
        bill |
          bill.billId = dto.billId and
          bill.userId = dto.userId and
          bill.itemDescription = dto.itemDescription and
          bill.amount = dto.amount and
          dto.dueDate = self.formatDate(bill.dueDate) and
          (
            bill.lastChargeDate.oclIsUndefined()
            implies dto.lastChargeDate.oclIsUndefined()
          ) and
          (
            not bill.lastChargeDate.oclIsUndefined()
            implies
              dto.lastChargeDate =
                self.formatDate(bill.lastChargeDate)
          ) and
          (
            (bill.logoUrl.oclIsUndefined() or bill.logoUrl.size() = 0)
            implies dto.logoUrl.oclIsUndefined()
          ) and
          (
            (not bill.logoUrl.oclIsUndefined() and bill.logoUrl.size() > 0)
            implies dto.logoUrl = bill.logoUrl
          )
      )
  )

Technical constraints:
- formatDate shall return YYYY-MM-DD.
- amount shall be returned as a number.
- A missing lastChargeDate shall be returned as null.
- A missing or empty logoUrl shall be returned as null.

BR-BILL-05: Empty upcoming-bill result

context BillService::findUpcomingBillsByUserId(
  userId : Integer
) : Sequence(BillDto)

post BR_BILL_05_EmptyWhenNoEligibleBills:
  Bill.allInstances()
    ->select(
      bill |
        bill.userId = userId and
        bill.dueDate >= self.currentDateAtMidnight()
    )
    ->isEmpty()
  implies
    result->isEmpty()

BR-BILL-06: Read-only list operation

Listing upcoming bills shall not create, update, or delete Bill records.

BR-BILL-07: Retrieval failure handling

If the repository query or bill-response mapping fails, the backend shall reject the request with HTTP 500 Internal Server Error and the message ""Failed to fetch bills"".
~~~"	UC-12	A257:B275
		UC-12	A257:B275
Use Case ID	UC-13	UC-13	A276:B294
Use Case Name	View Financial Goals	UC-13	A276:B294
Description	As an authenticated user, I want to view a saving goal, active expense-limit goals, and their calculated current-month progress.	UC-13	A276:B294
Actor(s)	Authenticated User	UC-13	A276:B294
Priority	Not Specified	UC-13	A276:B294
Trigger	The user opens the Goals page.	UC-13	A276:B294
Pre-Condition(s)	PRE-1: The user is authenticated.	UC-13	A276:B294
Post-Condition(s)	"POST-1: The response contains one Saving goal or null and an array of Expense_Limit goals whose date ranges overlap the current month.
POST-2: Saving progress and expense-category progress are calculated from the user's current-month transactions.
POST-3: The page displays an empty goal state when both sections are absent."	UC-13	A276:B294
Basic Flow	"1. The user opens /goals.
2. GoalsPage sends GET /api/v1/goals.
3. GoalService finds one Saving goal for userId.
4. The service finds all Expense_Limit goals for userId and filters those whose intervals overlap the current month.
5. If a Saving goal exists, the service sums current-month Revenue and Expense transactions across user-owned accounts and calculates target_achieved = revenue - expense.
6. For each active Expense_Limit goal, the service sums current-month Expense transactions for the goal's category across user-owned accounts.
7. The backend returns success, message, savingGoal, and expenseGoals.
8. The frontend displays goal amounts, dates, and progress percentages."	UC-13	A276:B294
Alternative Flow	"AF-1: No goals
3a. savingGoal is null and expenseGoals is empty.
8a. The page displays its no-goals state and a Create Goal action.

AF-2: No owned accounts or no matching transactions
5a. Calculated progress values remain zero."	UC-13	A276:B294
Exception Flow	"EF-1: Unauthorized request
2a. HTTP 401 redirects to /login.

EF-2: Retrieval or calculation failure
3a. The backend returns HTTP 500 and the page displays its retryable error component."	UC-13	A276:B294
Related UI	GoalsPage; saving and expense goal cards; route /goals	UC-13	A276:B294
Related API IDs	API-GOAL-LIST	UC-13	A276:B294
Notes	Assumption: The dashboard treats the Saving goal as singular. Uniqueness is not a persisted invariant; if multiple Saving goals exist, which one is selected is unspecified.	UC-13	A276:B294
UML Model	"~~~plantuml
@startuml

enum GoalType {
  SAVING
  EXPENSE_LIMIT
}

enum TransactionType {
  REVENUE
  EXPENSE
}

class Goal <<Entity>> {
  goalId: Integer [1]
  userId: Integer [1]
  goalType: GoalType [1]
  categoryId: Integer [0..1]
  startDate: Date [1]
  endDate: Date [1]
  targetAmount: Decimal [1]
}

class Account <<Entity>> {
  accountId: Integer [1]
  userId: Integer [1]
}

class Transaction <<Entity>> {
  transactionId: Integer [1]
  accountId: Integer [1]
  categoryId: Integer [0..1]
  transactionDate: Date [1]
  type: TransactionType [1]
  amount: Decimal [1]
}

class Category <<Entity>> {
  categoryId: Integer [1]
  categoryName: String [1]
}

class SavingGoalDto <<DTO>> {
  goalId: Integer [1]
  goalType: GoalType [1]
  targetAmount: Decimal [1]
  targetAchieved: Decimal [1]
  startDate: String [1]
  endDate: String [1]
}

class ExpenseGoalDto <<DTO>> {
  goalId: Integer [1]
  category: String [1]
  targetAmount: Decimal [1]
  currentExpense: Decimal [1]
}

class GoalDataDto <<DTO>> {
  savingGoal: SavingGoalDto [0..1]
  expenseGoals: ExpenseGoalDto [*]
}

class GoalListResponseDto <<DTO>> {
  success: Boolean [1]
  message: String [1]
  data: GoalDataDto [1]
}

class GoalService <<Service>> {
  getGoals(userId: Integer): GoalListResponseDto
  currentMonthStart(): Date {query}
  currentMonthEnd(): Date {query}
}

GoalService ..> GoalListResponseDto
GoalListResponseDto --> GoalDataDto
GoalDataDto --> SavingGoalDto
GoalDataDto --> ExpenseGoalDto
SavingGoalDto ..> Goal : maps from
ExpenseGoalDto ..> Goal : maps from
Goal --> Category : category [0..1]
Transaction --> Account
Transaction --> Category : category [0..1]

@enduml
~~~"	UC-13	A276:B294
Business Rules	"The following rules are authoritative for Prompt E. OCL is preserved where supplied; technical or non-OCL constraints remain authoritative natural-language requirements.

~~~text
BR-GOAL-01: Goals selected for display

context GoalService::getGoals(
  userId : Integer
) : GoalListResponseDto

post BR_GOAL_01_SavingGoalScope:
  let savingGoals : Set(Goal) =
    Goal.allInstances()
      ->select(g |
        g.userId = userId and
        g.goalType = GoalType::SAVING
      )
      ->asSet()
  in
    result.success implies
      (
        (savingGoals->isEmpty() and
          result.data.savingGoal.oclIsUndefined())
        or
        (not savingGoals->isEmpty() and
          not result.data.savingGoal.oclIsUndefined() and
          savingGoals->exists(g |
            g.goalId = result.data.savingGoal.goalId and
            g.targetAmount = result.data.savingGoal.targetAmount
          ))
      )

post BR_GOAL_01_ExpenseGoalsExact:
  let expected : Set(Goal) =
    Goal.allInstances()
      ->select(g |
        g.userId = userId and
        g.goalType = GoalType::EXPENSE_LIMIT and
        g.startDate <= self.currentMonthEnd() and
        g.endDate >= self.currentMonthStart()
      )
      ->asSet()
  in
    result.success implies
      result.data.expenseGoals->size() = expected->size() and
      result.data.expenseGoals->forAll(dto |
        expected->exists(g |
          g.goalId = dto.goalId and
          g.targetAmount = dto.targetAmount
        )
      )

Technical Constraint:
- The current implementation uses the repository's findOne method for Saving goals and does not enforce uniqueness. If multiple Saving goals exist, one matching goal is returned.

BR-GOAL-02: Saving goal achieved amount

context GoalService::getGoals(
  userId : Integer
) : GoalListResponseDto

post BR_GOAL_02_TargetAchieved:
  not result.data.savingGoal.oclIsUndefined()
  implies
    let ownedAccountIds : Set(Integer) =
      Account.allInstances()
        ->select(a | a.userId = userId)
        ->collect(a | a.accountId)
        ->asSet()
    in
    let monthTransactions : Set(Transaction) =
      Transaction.allInstances()
        ->select(t |
          ownedAccountIds->includes(t.accountId) and
          t.transactionDate >= self.currentMonthStart() and
          t.transactionDate <= self.currentMonthEnd()
        )
        ->asSet()
    in
    let totalRevenue : Decimal =
      monthTransactions
        ->select(t | t.type = TransactionType::REVENUE)
        ->collect(t | t.amount)
        ->sum()
    in
    let totalExpense : Decimal =
      monthTransactions
        ->select(t | t.type = TransactionType::EXPENSE)
        ->collect(t | t.amount)
        ->sum()
    in
      result.data.savingGoal.targetAchieved =
        totalRevenue - totalExpense

Technical Constraint:
- An empty SUM result is treated as 0, corresponding to COALESCE(SUM(...), 0) in the implementation.

BR-GOAL-03: Expense-limit current expense

context GoalService::getGoals(
  userId : Integer
) : GoalListResponseDto

post BR_GOAL_03_CurrentExpense:
  result.data.expenseGoals->forAll(dto |
    let goal : Goal =
      Goal.allInstances()->any(g | g.goalId = dto.goalId)
    in
    let ownedAccountIds : Set(Integer) =
      Account.allInstances()
        ->select(a | a.userId = userId)
        ->collect(a | a.accountId)
        ->asSet()
    in
    let currentExpense : Decimal =
      Transaction.allInstances()
        ->select(t |
          ownedAccountIds->includes(t.accountId) and
          t.type = TransactionType::EXPENSE and
          t.categoryId = goal.categoryId and
          t.transactionDate >= self.currentMonthStart() and
          t.transactionDate <= self.currentMonthEnd()
        )
        ->collect(t | t.amount)
        ->sum()
    in
      dto.currentExpense = currentExpense and
      (
        (goal.categoryId.oclIsUndefined() and dto.category = 'Unknown')
        or
        Category.allInstances()->exists(c |
          c.categoryId = goal.categoryId and
          dto.category = c.categoryName
        )
      )
  )

Technical Constraint:
- If the user has no owned accounts or no matching Expense transactions, currentExpense is 0.
~~~"	UC-13	A276:B294
		UC-13	A276:B294
Use Case ID	UC-14	UC-14	A295:B313
Use Case Name	Create a Financial Goal	UC-14	A295:B313
Description	As an authenticated user, I want to create a Saving or Expense_Limit goal.	UC-14	A295:B313
Actor(s)	Authenticated User	UC-14	A295:B313
Priority	Not Specified	UC-14	A295:B313
Trigger	The user selects Create Goal on the Goals page.	UC-14	A295:B313
Pre-Condition(s)	"PRE-1: The user is authenticated.
PRE-2: The category reference data service is operational and accessible."	UC-14	A295:B313
Post-Condition(s)	"POST-1: On success, the financial goal is created and persisted, the modal closes, a success notification appears, and the goals list refreshes.
POST-2: On failure, no goal is created and an appropriate error notification is displayed."	UC-14	A295:B313
Basic Flow	"1. The user opens the Create Goal modal on the Goals page.
2. The modal loads available categories.
3. The form initializes default fields.
4. The user enters goal details: goal type, target amount, start date, end date, and category selection.
5. The user submits the goal creation form.
6. The frontend performs preliminary validation on the entered goal details.
7. The frontend sends the creation request (POST /api/v1/goals) to the backend API.
8. The backend authenticates the request and validates all goal inputs according to established business rules.
9. Upon successful validation, the backend creates and persists the new goal record.
10. The backend returns a success response with the created goal details.
11. The frontend displays a success notification, closes the modal, and refreshes the goals list."	UC-14	A295:B313
Alternative Flow	"AF-1: Saving goal creation
4a. The user selects a Saving goal type.
9a. The system processes and records the saving goal.

AF-2: Expense limit goal creation
4b. The user selects an Expense Limit goal type and chooses a category.
9b. The system processes and records the expense limit goal.

AF-3: Form cancellation
5a. The user closes or cancels the modal, and the frontend terminates the operation without submitting data."	UC-14	A295:B313
Exception Flow	"EF-1: Client-side validation failure
6a. If preliminary validation fails, the modal displays field errors and halts submission.

EF-2: Unauthorized request
8a. If user authentication is missing or expired, the backend rejects the request and the user is prompted to authenticate.

EF-3: Business validation failure
8b. If the goal inputs violate business constraints, the backend rejects the request and the modal displays the returned error message.

EF-4: Server or persistence failure
9a. If an unexpected error occurs during processing or storage, the backend returns an error and the frontend displays a failure notification."	UC-14	A295:B313
Related UI	GoalsPage; CreateGoalModal	UC-14	A295:B313
Related API IDs	API-GOAL-CREATE; API-CATEGORY-LIST	UC-14	A295:B313
Notes	Scope clarification: This use case handles the direct creation of financial goals (savings and expense limits). Goal tracking, contribution adjustments, and milestone calculations are outside scope.	UC-14	A295:B313
UML Model	"~~~plantuml
@startuml

enum GoalType {
  SAVING
  EXPENSE_LIMIT
}

note right of GoalType
  SAVING maps to ""Saving"".
  EXPENSE_LIMIT maps to ""Expense_Limit"".
end note

class AuthenticatedRequest <<SecurityContext>> {
  userId: Integer [1]
}

class User <<Entity>> {
  userId: Integer [1]
}

class Category <<Entity>> {
  categoryId: Integer [1]
  categoryName: String [1]
}

class Goal <<Entity>> {
  goalId: Integer [1]
  userId: Integer [1]
  goalType: GoalType [1]
  categoryId: Integer [0..1]
  startDate: Date [1]
  endDate: Date [1]
  targetAmount: Decimal [1]
}

class CreateGoalDto <<DTO>> {
  goal_type: GoalType [1]
  category_id: Integer [0..1]
  start_date: String [1]
  end_date: String [1]
  target_amount: Decimal [1]
}

class CreateGoalResponseDto <<DTO>> {
  message: String [1]
  goal_id: Integer [1]
}

class GoalController <<Controller>> {
  createGoal(
    request: AuthenticatedRequest,
    dto: CreateGoalDto
  ): CreateGoalResponseDto
}

class GoalService <<Service>> {
  createGoal(
    userId: Integer,
    dto: CreateGoalDto
  ): Goal

  isValidDate(value: String): Boolean {query}
  toDate(value: String): Date {query}
}

User ""1"" -- ""0..*"" Goal : owns
Category ""0..1"" -- ""0..*"" Goal : categorizes

GoalController ..> AuthenticatedRequest
GoalController ..> CreateGoalDto
GoalController ..> CreateGoalResponseDto
GoalController ..> GoalService

GoalService ..> Goal
GoalService ..> Category
GoalService ..> CreateGoalDto

@enduml
~~~"	UC-14	A295:B313
